id,unitName,unitType,themeSongRes,member0,member1,member2,member3,member4,#member0,#member1,#member2,#member3,#member4,membercount,Description
254,트리니티 보이스,special,,81,73,18,,,미야모토 프레데리카,하야미 카나데,히메카와 유키,,,3,제14회 아이돌 LIVE 로얄 때 등장한 유닛. 균형 좋게 큐트. 쿨. 패션으로 구성된 유닛인데 사실 3명의 접점은 잘 모르겠다. 그래서 찾아보니 CM7기생이라고 하는데. CM7기생이라고 하면 15년 2월에 발매된 신데렐라 마스터에서 시디 데뷔를 한 5명의 아이돌을 지칭한다고 한다. 유키가 32. 프레데리카가 33. 카나데가 34번째 데뷔. 31번 후미카와 35번 니나를 제외하고 이렇게 유닛을 만들었는지는 여전히 잘 모르겠지만... 이 정도로 넘어가도록 하자.
255,걸즈 앤 판쳐[옆 동네] 오아라이 고교,special,,27,5,,,,호죠 카렌,죠가사키 리카,,,,2,걸즈 앤 판처[ガールズ&パンツァー] 애니메이션에 등장한 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 그 중에서도 현립 오아라이 여학원의 미호[후치가미 마이 - 카렌]. 사토코[야마모토 노조미 - 리카]로 구성되어 있다.
256,걸즈 앤 판쳐[옆 동네] 타 참전 고교,special,,15,72,10,11,,아나스타샤,타카가키 카에데,오가타 치에리,마에카와 미쿠,,4,걸즈 앤 판처[ガールズ&パンツァー] 애니메이션에 등장한 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 그 중에서도 오아라이 여학원 이외의 고교에 소속된 논나[프라우다 - 우에사카 스미레 - 아나스타샤]. 카르파치오[안치오 - 하야미 사오리 - 카에데]. 후쿠다[치하탄 - 오오조라 나오미 - 치에리]. 로즈힙[세인트 글로리아나 - 타카모리 나츠미 - 미쿠]로 구성되어 있다.
257,걸즈 앤 판쳐[옆 동네] 대학 선발팀,special,,17,73,,,,코시미즈 사치코,하야미 카나데,,,,2,걸즈 앤 판처[ガールズ&パンツァー] 애니메이션에 등장한 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 그 중에서도 대학 선발팀에 소속된 아리스[타케타츠 아야나 - 사치코]. 아즈미[이이다 유우코 - 카나데]로 구성되어 있다.
258,냇가의 소악마,special,,82,34,59,,,니노미야 아스카,시라사카 코우메,하야사카 미레이,,,3,동화공연 만져대는 늑대와 빨간두건 때 등장한 유닛
259,미스테릭 가든,special,,82,77,,,,니노미야 아스카,아이바 유미,,,,2,제16회 드림 LIVE 페스티벌 때 등장한 유닛. 아마도 아스카가 미스테릭 담당. 유미가 가든 담당이라고 보면 될 것 같다.
260,모르페우스 칠드런,special,,82,24,62,,,니노미야 아스카,모리쿠보 노노,아라키 히나,,,3,제17회 드림 LIVE 페스티벌 때 등장한 유닛. 모르페우스라고 하면 그리스 신화에 등장하는 꿈의 신. 픽시브의 유닛 설명에 따르면 만화를 좋아하는 아이돌로 구성된 트리오로. 11월 3일이 문화의 날. 만화의 날이라는 것을 소개한다. 아스카는 특유의 센스를 살려 히나에게서 원작자가 되지 않겠느냐는 제안을 받는다. 그렇게 되었다면 제대로 된 중2병 작품이 나오지 않았을까?
261,발렌타인 러버즈,special,,82,11,5,,,니노미야 아스카,마에카와 미쿠,죠가사키 리카,,,3,드림 LIVE 페스티벌 세츠분 SP 때 등장한 유닛.
262,윳코의 정글 탐험대!!,special,,82,24,33,,,니노미야 아스카,모리쿠보 노노,호리 유코,,,3,수영복 DE 드림 LIVE 페스티벌 때 등장한 유닛. 일본어로는 [ユッコのジャングル探検隊!!]라고 적는다. 정글엔 작은 다람쥐[노노]가 있다고 하고. 아스카는 [환영이라고 하더라도 인간은 쫒지 않을 수 없다. 그것이 카르마...] 이런 식의 중2병 대사를 내뱉는다. 유코는 사이킥 레이더를 화려하게 사용하지만 갑자기 비가 내린다는... 평소와 같은 모습을 보인다.
263,다크 일루미네이트,special,,82,13,,,,니노미야 아스카,칸자키 란코,,,,2,제5회 아이돌 LIVE 로얄 때 등장한 유닛. 중2병이라고 하는 공통점을 가진 두 명의 조합
264,CAERULA From SS,special,咲いてJewel,74,73,76,79,82,사기사와 후미카,하야미 카나데,타치바나 아리스,시오미 슈코,니노미야 아스카,5,데레스테 [咲いてJewel] 이벤트에서 등장한 유닛. 주얼리즈 쿨 3탄 참가 멤버인 사기사와 후미카. 하야미 카나데. 타치바나 아리스. 시오미 슈코[리더]. 니노미야 아스카로 구성된 쿨 타입 유닛. CAERULA는 파란색 이라는 의미의 라틴어로 아스카가 지었다. [위키에 따라서는 진한 파랑 혹은 하늘색이란 해석도 있다.] 슈코는 리더를 하지 않으려고 꾀를 부리지만 카나데에게 걸려서 트릭을 사용하지 못하고 결국 리더를 맡는다.
265,사이킥 에너지,special,,83,33,,,,하마구치 아야메,호리 유코,,,,2,제15회 드림 LIVE 페스티벌 때 등장한 유닛. 둘은 특수한 능력[?]을 가졌다는 공통점 때문인지 같이 나오는 경우가 있는 것 같다.
266,스포츠 축제'15 ~스위츠&런~,special,,9,83,,,,미무라 카나코,하마구치 아야메,,,,2,제20회 드림 LIVE 페스티벌 때 등장한 유닛. 스위츠는 카나코일텐데... 아야메가 런인 것은 인술을 이용한 이동때문일까?
267,흠뻑 젖은 섬머,special,,8,26,83,,,아카기 미리아,카미야 나오,하마구치 아야메,,,3,수영복 DE 드림 LIVE 페스티벌 때 등장한 유닛
268,토크 배틀 치어즈,special,,35,83,73,,,나카노 유카,하마구치 아야메,하야미 카나데,,,3,제4회 아이돌 LIVE 로얄 때 등장한 유닛
269,PONPON4U,special,,83,73,18,,,하마구치 아야메,하야미 카나데,히메카와 유키,,,3,제7회 아이돌 LIVE 로얄 때 등장한 유닛
270,유혹 이빌,special,,81,79,84,,,미야모토 프레데리카,시오미 슈코,이치노세 시키,,,3,미식공연 여신에게 바치는 진수성찬 때 등장한 유닛. 프레시키 조합은 세계관 내에서도 손에 꼽히는 혼파망 조합. 슈코가 있어서 적당히 균형을 잡을 지 적당히 빠질 것인지 감잡을 수 없는 유닛. 연극에서는 플레이어 측의 음식을 빼앗으려고 하는 미식소악마의 역할로 출연. 
271,벚꽃무희,special,,79,77,84,,,시오미 슈코,아이바 유미,이치노세 시키,,,3,꽃구경 DE 드림 LIVE 페스티벌 때 등장한 유닛
272,레이지 레이지,special,,81,84,,,,미야모토 프레데리카,이치노세 시키,,,,2,제8회 아이돌 LIVE 로얄 때 등장한 유닛. 프레시키 조합은 세계관 내에서도 손에 꼽히는 혼파망 조합이지만 딱히 괴롭힐 캐릭터가 없어도 활약할 지는 미지수. 픽시브에서는 다음과 같이 적고 있다. [시키짱 프레짱이라고 서로를 부를 정도로 격식없는 사이지만... 대화가 점점 삼천포로 빠지기 시작하면 아무도 말릴 사람이 없다. 딴지 걸어줄 사람이 없음의 공포!]
273,Dimension-3,special,,82,84,,,,니노미야 아스카,이치노세 시키,,,,2,제11회 아이돌 LIVE 로얄 때 등장한 유닛. 프레 왈 [나와 아스카짱의 유닛은 그거랄 수 있겠네. 기대해도 되겠어] 아스카 [기대라는 것은 그냥 희망일 뿐. 꿈과 같아서 현실이 되진 않아] 라는 대사를 주고 받는 둘. 의미심장하달까? 의미불명이랄까? 유닛명은 니노미야[二宮]의 2와 이치노세[一ノ瀬]의 1을 더하여 3에서 왔다. 디멘션은 어디서 온 지 모르겠다. 차라리 4차원이라면 해석할 여지가 있을 것 같은데... 
274,이노센트 아니마,special,,84,73,4,,,이치노세 시키,하야미 카나데,죠가사키 미카,,,3,아이돌 LIVE 로얄 꽃구경 SP 때 등장한 유닛
275,la Roseraie From SS,special,明日また会えるよね,71,35,81,84,45,사쿠라이 모모카,나카노 유카,미야모토 프레데리카,이치노세 시키,이가라시 쿄코,5,데레스테 [明日また会えるよね] 이벤트에서 등장한 큐트 유닛. 유닛명은 장미정원 이라는 뜻으로 시키가 제안한 이름. 리더는 유카
276,꽃봉오리 From SS,special,つぼみ,79,11,72,77,84,시오미 슈코,마에카와 미쿠,타카가키 카에데,아이바 유미,이치노세 시키,5,데레스테 [つぼみ] 이벤트에서 등장한 유닛. 특별히 유닛명은 존재하지 않아서 곡의 제목과 동명의 유닛명으로 본 게임에 등장시켰다.
277,LiPPS From SS,special,Tulip,73,79,4,81,84,하야미 카나데,시오미 슈코,죠가사키 미카,미야모토 프레데리카,이치노세 시키,5,데레스테 [Tulip] 이벤트에서 등장한 유닛. 이름의 유래는 입술의 LIP에서 온 것으로 추정된다. 많은 유닛 중에서도 밸런스가 매우 잘 잡힌 유닛으로 평가된다. (개성. 키. 나이. 역할 등)
278,나이트 헌터즈,special,,85,38,42,,,와키야마 타마미,타카미네 노아,쿠로카와 치아키,,,3,마계공연 유울여왕과 할로윈 축제 때 등장한 유닛. 강철공연 키라링 로보 - 습래! 코스메티아 제국에서는 [유랑의 헌터]이란 이름으로 등장하였다.
279,인무☆요란,special,,85,83,,,,와키야마 타마미,하마구치 아야메,,,,2,제4회 드림 LIVE 페스티벌 때 등장한 유닛
280,우사토라짱과 절분하기 좋은 날,special,,61,55,85,,,모치다 아리사,야나세 미유키,와키야마 타마미,,,3,복은 안으로 DE 드림 LIVE 페스티벌 때 등장한 유닛. 우사토라는 SR카드 [가이의 우사토라]를 봤을 때 아리사를 의미하는 것 같다.
281,연무화격,special,,85,53,,,,와키야마 타마미,토고 아이,,,,2,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛
282,달밤의 가인~총평 편~,special,,74,19,,,,사기사와 후미카,코바야카와 사에,,,,2,아이돌 LIVE 로얄 달구경 SP 때 등장한 유닛
283,달밤의 가인~프릴드 스퀘어 편~,special,,57,37,52,,,모모이 아즈키,아야세 호노카,키타미 유즈,,,3,아이돌 LIVE 로얄 달구경 SP 때 등장한 유닛
284,페이퍼 문 래빗,special,,10,5,6,,,오가타 치에리,죠가사키 리카,후타바 안즈,,,3,아이돌 LIVE 로얄 달구경 SP 때 등장한 유닛
285,허니 바니 매니,special,,20,77,69,,,아베 나나,아이바 유미,토토키 아이리,,,3,아이돌 LIVE 로얄 달구경 SP 때 등장한 유닛
286,가을바람의 공주들,special,,9,86,13,,,미무라 카나코,요리타 요시노,칸자키 란코,,,3,제9회 드림 LIVE 페스티벌 때 등장한 유닛
287,신춘 소녀,special,,86,13,25,,,요리타 요시노,칸자키 란코,코히나타 미호,,,3,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛
288,학제천국!!,special,,62,10,86,,,아라키 히나,오가타 치에리,요리타 요시노,,,3,제24회 드림 LIVE 페스티벌 때 등장한 유닛. 학제천국이란 동명의 유닛이 더 있는데 느낌표 개수로 구분할 수 있다.
289,클로버를 찾아서...,special,,10,86,33,,,오가타 치에리,요리타 요시노,호리 유코,,,3,제25회 드림 LIVE 페스티벌 때 등장한 유닛. 유닛명과 멤버들을 보면 클로버를 찾는 치에리. 사이킥 파워를 사용하여 찾아 보지만 당연하게도 실패하는 유코. 아무 일도 아닌 것처럼 쉽게 클로버를 찾아내는 요시노. 라는 이야기가 아니었을까? 란 추측을 했으나 검색 결과 네잎클로버를 찾는 합숙을 떠나는 3인[뭐 이런 합숙을 가냐?] 유코는 다우징 능력을 이용 찾기 시작하지만 생각처럼 쉽게 찾아지진 않는다. 결국 요시노가 쉽게 찾아내고 유코는 합숙 성공이라면서 다음엔 사이킥 강화 합숙을 떠나자고 제안한다. 다른 대사에는 유코가 요시노에게 사이킥을 배운 적이 있냐고 묻는데... 요시노는 자신이 배운 것은 좀 다른 것이라고 답한다.
290,아이카츠[옆 동네] 스타라이트 학원 추가분,special,,71,86,,,,사쿠라이 모모카,요리타 요시노,,,,2,아이카츠[アイカツ! -アイドルカツドウ!] 애니메이션에 등장하는 스타라이트 학원 소속 멤버로 이미 성우 장난 유닛을 하나 만들었는데... 이후 신데렐라걸즈에 성우가 추가되면서 아이카츠 스타라이트 학원의 추가분 유닛을 제작하게 되었다. 유우[테루이 하루카 - 모모카]. 린[타카다 유우키 - 요시노] 아이카츠 스타라이트 학원에 신데렐라걸즈 스타라이트 스테이지에 뭔가 연관성이 있는 것인지... 6명이나 성우가 겹친다.
291,샤이니 넘버즈,special,キミのそばでずっと,1,72,70,24,86,시마무라 우즈키,타카가키 카에데,미후네 미유,모리쿠보 노노,요리타 요시노,5,신데렐라 걸즈 제 5회 총선거의 결과 상위 5명으로 구성된 유닛. [キミのそばでずっと]를 불렀다. 나중에 데레스테에 동명의 이벤트로 등장할 지도...
292,신춘 콜렉션 12's,special,,87,43,53,,,도묘지 카린,류자키 카오루,토고 아이,,,3,신춘 LIVE 투어 카니발 때 등장한 유닛
293,사랑의 건맨,special,,87,45,,,,도묘지 카린,이가라시 쿄코,,,,2,서부공연 건슬링거 저니 때 등장한 유닛. [동화공연 만져대는 늑대와 빨간두건]에서는 [도와주기 좋아하는 소녀]란 이름으로 등장했다.
294,한 쌍의 무녀,special,,87,31,,,,도묘지 카린,카미죠 하루나,,,,2,전국공연 천마의난 때 등장한 유닛
295,액막이 3무녀,special,,87,80,31,,,도묘지 카린,무카이 타쿠미,카미죠 하루나,,,3,복은 안으로 DE 드림 LIVE 페스티벌 때 등장한 유닛. 어쩌다 타쿠미는 무녀... 그것도 액막이 무녀가 된 것일까? 하루나는 타쿠미에게도 안경을 쓰지 않겠냐는 제안을 한다.
296,개운 폭주 걸즈,special,,87,80,17,,,도묘지 카린,무카이 타쿠미,코시미즈 사치코,,,3,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛
297,인디고 벨,special,,87,32,,,,도묘지 카린,타카모리 아이코,,,,2,제5회 아이돌 LIVE 로얄 때 등장한 유닛. 전까지는 藍鈴(아이린정도로 읽으면 될 것 같다.)이란 이름을 불렸는데. 이것으로 공식으로 유닛명이 붙었다. 둘의 조합에 하루나를 더해서 유닛활동을 했다는 기록도 있는데 따로 등장한 적은 없는 것 같다. 인디고는 영어로 藍를 의미하고 벨은 鈴을 의미하므로. 인디고 벨은 藍鈴을 그대로 영어로 만든 것으로 볼 수 있겠다. SR카드에서 큐트와 패션을 동시에 올리는 기술을 양쪽모두 가지고 있어 동시에 덱에 넣고 사용해도 강력함을 자랑할 수도 있다고 하며... 공식에서 엄청 떡밥을 뿌려대는 커플링으로 보인다.
298,Spiriter feat.미오,special,,87,34,3,,,도묘지 카린,시라사카 코우메,혼다 미오,,,3,제13회 아이돌 LIVE 로얄 때 등장한 유닛
299,악령퇴치☆견습무녀,special,,87,80,,,,도묘지 카린,무카이 타쿠미,,,,2,괴기공연 심령탐정의 사건부 때 등장한 유닛. 무슨 인연인지 카린과 타쿠미는 자주 엮인다.
300,할로윈 위치즈,special,,88,25,32,,,야마토 아키,코히나타 미호,타카모리 아이코,,,3,제3회 드림 LIVE 페스티벌 때 등장한 유닛
301,개틀링 빈즈,special,,88,28,,,,야마토 아키,카타기리 사나에,,,,2,드림 LIVE 페스티벌 세츠분 SP 때 등장한 유닛
302,메모리얼 쿵푸,special,,35,88,,,,나카노 유카,야마토 아키,,,,2,제21회 드림 LIVE 페스티벌 때 등장한 유닛
303,아코☆에미,special,,89,51,,,,남바 에미,츠치야 아코,,,,2,제8회 드림 LIVE 페스티벌 때 등장한 유닛
304,Flip Flop,special,Flip Flop,39,30,85,32,87,오이카와 시즈쿠,히노 아카네,와키야마 타마미,타카모리 아이코,도묘지 카린,5,데레스테 [Flip Flop] 이벤트에서 등장한 유닛. 정확히 말하면 딱히 유닛명이 정해진 것은 아니다. 그러나 본 게임에서는 곡과 동명의 유닛으로 등장시켰다. 곡 자체는 아카네와 아이코의 곡이지만 데레스테에서는 다른 3명이 더해졌다.
305,ゴキゲンParty Night,special,ゴキゲンParty Night,3,12,18,20,2,혼다 미오,타다 리이나,히메카와 유키,아베 나나,시부야 린,5,데레스테 [ゴキゲンParty Night] 이벤트에서 등장한 유닛. 정확히 말하면 딱히 유닛명이 정해진 것은 아니다. 그러나 본 게임에서는 곡과 동명의 유닛으로 등장시켰다. 곡 자체는 CINDERELLA MASTER jewelries! 002 시리즈에 포함되어 각 타입별로 불렀던 노래이다. 원곡은 타입별로 불렀으니까 딱히 라디오 방송인 데레파와 관계가 있다고 볼 수가 없지만... 이벤트의 내용을 보면 관계가 없지도 않은 듯 하다.
306,Absolute NIne,special,Absolute NIne,4,11,79,72,,죠가사키 미카,마에카와 미쿠,시오미 슈코,타카가키 카에데,,4,데레스테 [Absolute NIne] 이벤트에서 등장한 유닛. 정확히 말하면 제 4회 총선거의 타입별 탑3의 멤버들이 부른 곡이며 정식 유닛명은 존재하지 않는다. 해당 9명은 다음과 같다. 시오미 슈코(신데렐라 걸. Cool). 마에카와 미쿠(Cute). 타카가키 카에데(Cool). 아이바 유미(Passion). 이치노세 시키(Cute). 시마무라 우즈키(Cute). 시부야 린(Cool). 죠가사키 미카(Passion). 무카이 타쿠미(Passion) 그 중 데레스테에서 목소리와 영상을 맞출 수 있는 4명으로 구성된 유닛이다. 본 게임에서 9명 조합이 가능했다면 아마 풀멤버로 등장시켰겠지만... 넘어가도록 하자.
307,あいくるしい,special,あいくるしい,19,22,73,9,60,코바야카와 사에,사쿠마 마유,하야미 카나데,미무라 카나코,미즈모토 유카리,5,데레스테 [あいくるしい] 이벤트에서 등장한 유닛. 정확히 말하면 딱히 유닛명이 정해진 것은 아니다. 그러나 본 게임에서는 곡과 동명의 유닛으로 등장시켰다. 곡 자체는 사에와 카나데의 곡이지만 데레스테에서는 다른 3명이 더해졌다.
308,Story,special,Story,1,2,3,26,27,시마무라 우즈키,시부야 린,혼다 미오,카미야 나오,호죠 카렌,5,데레스테 [Story] 이벤트에서 등장한 유닛. new generations과 Triad Primus의 조합인데 정식 유닛명은 없다. 린이 Perfect 5th란 이름을 붙였다가 주변의 놀림으로 인해 취소한다. (사실 저 이름으로 지어줬으면 유닛명이 좀 더 그럴 듯 했을텐데...) 린은 new generations 이름 지을 때도 프린세스 블루라는 이름을 꺼낸 적이 있었다. 그건 아버지가 추천한 이름이라면서 취소하기도 했었고... 린의 성우가 의외로 재밌고 독특한 이름을 잘 짓는 것 같은데 (Shining God Cherry이라든가...) 그게 캐릭터에 붙은 것인지...
309,EVERMORE,special,EVERMORE,82,84,13,11,4,니노미야 아스카,이치노세 시키,칸자키 란코,마에카와 미쿠,죠가사키 미카,5,데레스테 [EVERMORE] 이벤트에서 등장한 유닛. 유닛명이 딱히 정해지진 않았지만 본 게임에서는 곡과 동명인 유닛명으로 등장시켰다. 신데렐라걸즈 5주년을 기념한 곡이다. 
310,얼터너티브 걸즈[옆 동네] Freesia Dog,special,,17,10,4,,,코시미즈 사치코,오가타 치에리,죠가사키 미카,,,3,얼터너티브 걸즈[オルタナティブガールズ] 게임의 유닛 フリージア ドッグ에 속한 미야카[타케타츠 아야나 - 사치코]. 나오미[오오조라 나오미 - 치에리]. 유이[요시무라 하루카 - 미카]로 구성된 성우 장난 유닛. 실은 프리시아 독과 아이리스 캣의 신데렐라걸즈의 등장 성우는 총 5명이라서 사실 유닛 하나로 묶어도 무방했지만... 아디레[후쿠하라 아야카 - 린]이 따로 등장하기 때문에 언젠가 유닛을 재구성할 일이 생길 것 같아서 나눠 두었다. 아디레 이외에 새로운 캐릭터에 신데렐라걸즈 성우가 붙어서 새로운 유닛을 추가할 날이 오길 기원한다.
311,얼터너티브 걸즈[옆 동네] Iris Cat,special,,15,27,,,,아나스타샤,호죠 카렌,,,,2,얼터너티브 걸즈[オルタナティブガールズ] 게임의 유닛 アイリス キャット에 속한 츠무기[우에사카 스미레 - 아나스타샤]. 실비아[후치가미 마이 - 카렌]으로 구성된 성우 장난 유닛. 실은 프리시아 독과 아이리스 캣의 신데렐라걸즈의 등장 성우는 총 5명이라서 사실 유닛 하나로 묶어도 무방했지만... 아디레[후쿠하라 아야카 - 린]이 따로 등장하기 때문에 언젠가 유닛을 재구성할 일이 생길 것 같아서 나눠 두었다. 아디레 이외에 새로운 캐릭터에 신데렐라걸즈 성우가 붙어서 새로운 유닛을 추가할 날이 오길 기원한다.
312,D.L.F 료&치아키,special,,90,42,,,,마츠나가 료,쿠로카와 치아키,,,,2,제15회 드림 LIVE 페스티벌 때 등장한 유닛
313,하드코어☆헤븐즈 도어,special,,90,21,16,,,마츠나가 료,키무라 나츠키,호시 쇼코,,,3,제25회 드림 LIVE 페스티벌 때 등장한 유닛
314,할로윈 파티 in 독일,special,,22,89,90,,,사쿠마 마유,남바 에미,마츠나가 료,,,3,라이브 투어 in 독일 때 등장한 유닛
315,炎陣 From SS,special,純情Midnight伝説,80,78,21,90,88,무카이 타쿠미,후지모토 리나,키무라 나츠키,마츠나가 료,야마토 아키,5,데레스테 [純情Midnight伝説] 이벤트에서 등장한 유닛. 센 언니 컨셉의 아이돌들이 편성되어서 파격적이고 신선하다는 평이었다고 한다. 딱히 리더가 정해진 것은 아닌 것 같다.
316,시로바코[옆 동네],special,,4,77,90,81,,죠가사키 미카,아이바 유미,마츠나가 료,미야모토 프레데리카,,4,시로바코[SHIROBAKO] 애니메이션에 등장하는 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 에마[요시무라 하루카 - 미카]. 아오이[키무라 쥬리 - 유미]. 시즈카[치스가 하루카 - 료]. 미사[타카노 아사미 - 프레데리카]로 구성되어 있다.
317,파이어☆파이어,special,,64,91,,,,야구치 미우,우에다 스즈호,,,,2,여름 축제 DE 드림 LIVE 페스티벌 때 등장한 유닛
318,쫄깃쫄깃 쿵덕,special,,81,91,75,,,미야모토 프레데리카,우에다 스즈호,이치하라 니나,,,3,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛
319,신춘 첫 웃음,special,,89,91,,,,남바 에미,우에다 스즈호,,,,2,제9회 아이돌 LIVE 로얄 때 등장한 유닛. 남바 에미와 우에다 스즈호는 캐릭터에 공통점이 있어서 이리 저리 같이 등장하는 경우가 많다. 데레스테에 같은 노래를 부르기도 했다. 성우들도 같은 회사라고...
320,원더 풀,special,,67,91,,,,무라마츠 사쿠라,우에다 스즈호,,,,2,아이돌 LIVE 로얄 달구경 SP 때 등장한 유닛
321,소연☆궁녀,special,,89,28,52,,,남바 에미,카타기리 사나에,키타미 유즈,,,3,히나마츠리 LIVE 투어 카니발 때 등장한 유닛
322,Summer Carnival from SS,special,サマカニ!!,91,30,29,33,89,우에다 스즈호,히노 아카네,카와시마 미즈키,호리 유코,남바 에미,5,데레스테 [サマカニ!!] 이벤트에서 등장한 유닛. 정확히 말하면 딱히 유닛명이 정해진 것은 아니다. 그러나 본 게임에서는 곡과 (거의) 동명의 유닛으로 등장시켰다. 우에다와 남바의 첫번째 음원. 
323,스트레인지 테일 2016,special,,41,81,78,,,마츠모토 사리나,미야모토 프레데리카,후지모토 리나,,,3,제20회 아이돌 LIVE 로얄 때 등장한 유닛
324,신데렐라 걸 우즈키&린,special,,1,2,,,,시마무라 우즈키,시부야 린,,,,2,제20회 아이돌 LIVE 로얄 때 등장한 유닛. 우즈키와 린 모두 신데렐라 걸[인기투표 1위를 해 본 적이 있다는 의미]을 역임한 적이 있다. 우즈키가 5대. 린이 3대
325,신데렐라 걸 우즈키&슈코,special,,1,79,,,,시마무라 우즈키,시오미 슈코,,,,2,제20회 아이돌 LIVE 로얄 때 등장한 유닛. 우즈키와 슈코 모두 신데렐라 걸[인기투표 1위를 해 본 적이 있다는 의미]을 역임한 적이 있다. 우즈키가 5대. 슈코가 4대
326,신데렐라 걸 우즈키&아이리,special,,1,69,,,,시마무라 우즈키,토토키 아이리,,,,2,제20회 아이돌 LIVE 로얄 때 등장한 유닛. 우즈키와 아이리 모두 신데렐라 걸[인기투표 1위를 해 본 적이 있다는 의미]을 역임한 적이 있다. 우즈키가 5대. 아이리가 1대
327,신데렐라 걸 우즈키&란코,special,,1,13,,,,시마무라 우즈키,칸자키 란코,,,,2,제20회 아이돌 LIVE 로얄 때 등장한 유닛. 우즈키와 란코 모두 신데렐라 걸[인기투표 1위를 해 본 적이 있다는 의미]을 역임한 적이 있다. 우즈키가 5대. 란코가 2대
328,열심히 하는 수험생들에게☆,special,,14,81,74,,,닛타 미나미,미야모토 프레데리카,사기사와 후미카,,,3,제21회 아이돌 LIVE 로얄 때 등장한 유닛
329,여왕의 동급생(신부),special,,70,50,92,,,미후네 미유,사와다 마리나,사토 신,,,3,마계공연 유울여왕과 할로윈 축제 때 등장한 유닛
330,이터널 레이디에이트,special,,50,92,,,,사와다 마리나,사토 신,,,,2,제16회 드림 LIVE 페스티벌 때 등장한 유닛
331,비치 엔젤,special,,9,92,27,,,미무라 카나코,사토 신,호죠 카렌,,,3,수영복 DE 드림 LIVE 페스티벌 때 등장한 유닛
332,귀엽스위티한 나와 하트(임시),special,,92,17,,,,사토 신,코시미즈 사치코,,,,2,제25회 드림 LIVE 페스티벌 때 등장한 유닛. 위키에는 '귀여운 저'라는 표현을 쓰고 있다. 그러나 다른 사치코 관련 유닛은 '귀여운 나'란 표현을 쓰고 있어서 '나'로 변경하였음. 사치코가 [귀여운 나] 타이틀을 가지고 신이 [스위티]를 가져가서 [귀여운 나와 스위티 하트] 정도로 유닛명이 정해졌으면 좋았을텐데... 딱히 둘 다 양보할 마음이 없었는지 이름이 제대로 정해지지 못하고 (임시) 상태. 둘의 나이차가 12살. 띠동갑이라는 점과 둘다 자신감이 넘친다는 점이 흥미로운 유닛
333,슈가슈가☆미~잉,special,,92,20,,,,사토 신,아베 나나,,,,2,제13회 아이돌 LIVE 로얄 때 등장한 유닛. 둘 다 고연령(?) 아이돌이라는 공통점이 있다. 하지만 표기연령은 26세와 17세로 다르다. 여러 이벤트에서 밝혀진 내용에 따라 나나가 나이가 더 많을 것이라고 추측하고 있다.
334,밤의 여인들,special,命燃やして恋せよ乙女,92,20,72,28,70,사토 신,아베 나나,타카가키 카에데,카타기리 사나에,미후네 미유,5,데레스테 [命燃やして恋せよ乙女] 이벤트에서 등장한 유닛. 요이오토메(宵乙女)란 표현을 사용하고 밤의 여인들이란 표현으로 적었다. 그러나 요이란 말이 취하다란 의미로도 사용되므로 취한 여인들로 해석할 수도 있다. 실제 데레스테 커뮤에선 멤버들이 모두 술에 취하고... 표기 연령이 17세인 아베 나나가 술을 마시지 못하고 정리하는 내용으로 그려졌다.
335,KBKYZD,special,Lunatic Show,19,16,17,34,18,코바야카와 사에,호시 쇼코,코시미즈 사치코,시라사카 코우메,히메카와 유키,5,데레스테 [Lunatic Show] 이벤트에서 등장한 유닛. KBYD에서 온 것으로 보이는 유닛명. 물론 정식 유닛명은 아니다. 단지 커뮤 타이틀이니 너무 큰 의미를 두고 싶진 않지만... 동명의 원곡은 쇼코와 코우메가 부른 곡이므로 [NiGHT ENCOUNTER]에서 나온 이름. 혹은 사치코를 포함하여 [귀여운 나와 142's]가 메인이 되었으면 좋았을텐데... 그렇게 되지 못하고 [귀여운 나와 버섯 야구 좀비 이어요]가 되어버렸으니... KBYD에 쇼코와 코우메가 끼어든 형태가 되어 버렸다.
